(in /Users/glennroberts/Current_Projects/code/resource_tracking)
Creating report for development
csv_string is org.name,org.type,a.name,a.description,Injecting drug users,Men who have sex with men,Migrants/mobile populations,Prison inmates,Sex Workers,Women,Young people,a.text_for_beneficiaries,a.text_for_targets,a.target,a.budget,a.spend,a.start,a.end,a.provider,Bugesera,Burera,Gakenke,Gasabo,Gatsibo,Gicumbi,Gisagara,Huye,Kamonyi,Karongi,Kayonza,Kicukiro,Kirehe,Muhanga,Musanze,Ngoma,Ngororero,Nyabihu,Nyagatare,Nyamagabe,Nyamasheke,Nyanza,Nyarugenge,Nyaruguru,Rubavu,Ruhango,Rulindo,Rusizi,Rutsiro,Rwamagana,project
Concern,Ngo,"","", , , , , , , ,"","","","","","","",District of Gisagara, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Concern,Ngo,"","", , , , , , , ,"","","","","","","",District of Nyaruguru, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,Behavious changes and communication (BCC/MIP),Provide technical assistance to the Community Health Desk for the development of ASM training manual and job aid Support the MOH to demonstrate contribution of Community Health Workers in the promotion of Maternal and Newborn Survival., , , , , ,yes, ,"","","",471000.0,30.0,2009-10-01,2010-09-30,JHPIEGO, , ,yes, , , , , , , , , , , , , , , , ,yes, , , , ,yes, , , , , ,MCHIP - Maternal and Child Health Integrated Program
Concern,Ngo,"",Direct project and indirect support costs, , , , , , , ,"","","",419305.0,414885.0,"","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Concern Worldwide Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
FXB International,Ngo,"",1. Staff Training    2. Food Support   Families    3. Ad-Hoc Support to Community    4. Home Garden  Materials    5. Water and Sanitation Improvements    6. Enrollment in Mutuelle Insurance Plan    7. Supplementary Health Care    8. Mosquito nets    9. Supplies   Uniforms   and Fees    Primary Students    10. Supplies   Uniforms   Tuition:  Secondary Students    11. Supplies   Uniforms   Tuition:  Vocational Students    12. In-kind Income Generation Grants    13. In-kind Income Generation Grants    14. Memory Books    15. HIV Prevention Trainings   Materials   Supplies    16. VCT Services and Facilitation    17. Child Rights Trainings   Materlals   Supplies    18. Training of Village/Parish Orphan Committee Members    19. Capacity Support to Child Protection Clubs     20. Capacity Support to Youth Prevention Clubs        , , , , , , , ,"","","","","","","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JSI,Ngo,DELIVER,Strenghen the harmonised LMIS and assist with LMIS computerisation , , , , , , , ,"","","","",26843.0,2010-04-01,2010-06-30,JSI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,MCHIP/CCM,To implement and continously monitor community case management/community integrated management of child illness activities by training CHWs in order to improve their performance, , , , , ,yes, ,"",Also targeted by this program are children under 5 years old.,"",785000.0,395000.0,2010-03-01,2010-09-29,JHPIEGO, , , ,yes, , , , , , , ,yes, , , , , , , , , , ,yes, , ,yes, , , , ,MCHIP - Maternal and Child Health Integrated Program
JHPIEGO,Ngo,MCHIP/MIP,Strengthening of malaria in pregnancy interventions within FANC services at district and national level by providing technical assistance and training of providers, , , , , ,yes, ,"","","",314000.0,162000.0,2009-10-01,2010-09-30,JHPIEGO, , ,yes, , , , , , , , , , , , , , , , ,yes, , , , ,yes, , , , , ,MCHIP - Maternal and Child Health Integrated Program
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Byahi Health Center | Rubavu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Busengo Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Bugarama Health Post | Nyamagabe, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Busasamana Health Center | Rubavu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Bushoka Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Kaduha Health Center | Nyamagabe, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",District of Gasabo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",District of Kicukiro, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",District of Nyarugenge, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",District of Ruhango, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Projet San Francisco,Ngo,"",Project San Francisco in partnership with district health centers implements planned activitie, , , , , , , ,"","","",574000000.0,497818642.0,2005-01-01,2015-12-31,Projet San Francisco, , , ,yes, , , , , , , ,yes, , , , , , , , , , ,yes, , , , , , , ,PROJET SAN FRANCISCO
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Bumbogo Health Center | Gasabo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Gacuba II Health Center | Rubavu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Gatonde Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Gisenyi Health Center | Rubavu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Kamubuga Health Post | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Janja Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Bugarama Health Post | Nyamagabe, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Byahi Health Center | Rubavu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Gacuba II Health Center | Rubavu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Busasamana Health Center | Rubavu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Busengo Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Gatonde Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Gisenyi HD District Hospital | Rubavu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Gisenyi Health Center | Rubavu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Kaduha Health Center | Nyamagabe, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Kamubuga Health Post | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Cyabingo Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Janja Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Ruheru Health Center | Nyamasheke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Rukura Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Bethsaida  Health Center | Kicukiro, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Biryogo Health Center | Nyarugenge, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",359725.0,"","","",Kiziguro HD District Hospital | Gatsibo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
JSI,Ngo,"",Prepare forecasts and procurement plans through conducting a physical inventory and annual quantification exercise and review., , , , , , , ,"","","",31158.0,41210.0,2009-12-15,2010-07-31,JSI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,USAID | DELIVER PROJECT
JSI,Ngo,"",Strengthen the harmonized LMIS and assist with LMIS computerization, , , , , , , ,"","","",76226.0,45504.0,2010-05-01,2010-06-30,JSI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,USAID | DELIVER PROJECT
JSI,Ngo,"",Routinely assess the performance of the logistics system, , , , , , , ,"","","",238137.0,0.0,2009-10-01,2009-11-30,JSI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,USAID | DELIVER PROJECT
JSI,Ngo,"",Conduct an assessment of malaria commodities and routinely implement End Use Verification, , , , , , , ,"","","",0.0,0.0,2010-02-05,2010-08-30,JSI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,USAID | DELIVER PROJECT
JSI,Ngo,"",Foster collaboration among partners to strengthen the logistics system, , , , , , , ,"","","",0.0,0.0,2010-01-02,2010-06-30,JSI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,USAID | DELIVER PROJECT
JSI,Ngo,"",Provide refresher training on logistics management, , , , , , , ,"","","",0.0,0.0,"","",JSI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,USAID | DELIVER PROJECT
JSI,Ngo,"",Continue to strengthen the pre-service initiative , , , , , , , ,"","","",83070.0,75927.0,2009-11-14,2010-08-30,JSI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,USAID | DELIVER PROJECT
JSI,Ngo,"",Country Program Operations, , , , , , , ,"","","",1034850.0,1131455.0,"","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,USAID | DELIVER PROJECT
JSI,Ngo,"",Procure of malaria Commodities, , , , , , , ,"","","",3450000.0,4896000.0,2009-10-02,2010-09-28,JSI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,USAID | DELIVER PROJECT
internal_for_dev2,"",AIDSRELIEF RWANDA,PMTCT; HBHC Care   HTXS treatment; PDCS Care; HVTB Care; PDTX Treatment and HVCT Testing and Counseling, , , , , ,yes,yes,People living with VIH/AIDS,Treatment ARVs Services (3  948)   PMTCT (7  539)    Care and support (9  310)   HVCT Testing and counselling (43  098) and TB/HIV [nationa TB/HIV pocily and guidlines implemented at 14 supported sites ,"",4367979.0,5364646.0,2004-03-01,2013-02-28,District of Nyamasheke, , , , , , , , , , , , , , , , , , , , ,yes, , , , , , , , , ,AIDSRelief
EGPAF,Ngo,"",Support to the Administrative District of Ngoma, , , , , , , ,"","","",38468.0,"","","",District of Ngoma, , , , , , , , , , , , , , , , , , , , , , ,yes, , , , , , , ,HIV Clinical Services
EGPAF,Ngo,"",Support to the Administrative District of Kayonza., , , , , , , ,"","","",35000.0,"","","",District of Kayonza, , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
EGPAF,Ngo,"",Support to the Aministrative District of Bugusera.  , , , , , , , ,"","","",35000.0,"","","",District of Bugesera,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
EGPAF,Ngo,"",Support to the Administrative District of Rwamagana.  , , , , , , , ,"","","",35000.0,"","","",District of Rwamagana, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,yes,HIV Clinical Services
EGPAF,Ngo,"","", , , , , , , ,"","","",208327.0,"","","",Ngara Health Center | Nyamagabe, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Intrahealth,Ngo,"","", , , , , , , ,"","","",83328.0,20724.88,"","",Rutongo HD District Hospital | Rulindo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",144428.0,"","","",Humure Health Center | Gatsibo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",187824.0,"","","",Rwimitereri Health Center | Gatsibo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Intrahealth,Ngo,"","", , , , , , , ,"","","",16560.0,11068.42,"","",District of Gasabo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",215110.0,"","","",Nyagihanga Health Center | Gatsibo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",177981.0,"","","",Kabarore Health Center | Gatsibo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",229864.0,"","","",Nyagihanga Health Center | Gatsibo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Intrahealth,Ngo,"","", , , , , , , ,"","","",16613.0,8005.08,"","",District of Gicumbi, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",208746.0,"","","",Rugarama Health Center | Gatsibo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",98622.0,"","","",Gakenke Health Center | Gatsibo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",262856.0,"","","",Gituza Health Center | Gatsibo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",174610.0,"","","",Muhura Health Center | Gatsibo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Intrahealth,Ngo,"","", , , , , , , ,"","","",16560.0,13810.9,"","",District of Nyagatare, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Intrahealth,Ngo,"","", , , , , , , ,"","","",16560.0,14047.42,"","",District of Rulindo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",212318.0,"","","",Rwamagana HD District Hospital | Rwamagana, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,yes,HIV Clinical Services
EGPAF,Ngo,"",Support to HCs in the District of Rwamagana., , , , , , , ,"","","",1116742.0,"","","",District of Rwamagana, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,yes,HIV Clinical Services
EGPAF,Ngo,"","", , , , , , , ,"","","",363044.0,"","","",Kibungo HD District Hospital | Ngoma, , , , , , , , , , , , , , , , , , , , , , ,yes, , , , , , , ,HIV Clinical Services
EGPAF,Ngo,"","", , , , , , , ,"","","",55391.0,"","","",Prison Kibungo Prison Clinic | Ngoma, , , , , , , , , , , , , , , , , , , , , , ,yes, , , , , , , ,HIV Clinical Services
EGPAF,Ngo,"",Support to HCs in the District of Ngoma., , , , , , , ,"","","",1265272.0,"","","",District of Ngoma, , , , , , , , , , , , , , , , , , , , , , ,yes, , , , , , , ,HIV Clinical Services
EGPAF,Ngo,"","", , , , , , , ,"","","",396804.0,"","","",Nyamata HD District Hospital | Bugesera,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
Concern,Ngo,Capacity building,Training Local leaders on BCC module, , , , , , , ,"","","",4373.0,"",2010-10-01,2010-12-31,International Rescue Committee (IRC), , , , , , , , , , , , ,yes, , ,yes, , , , , , , , , , , , , , ,International Rescue Committe Rwanda Expanded Impact for Child SUrvival Program- Kabeho Mwana
EGPAF,Ngo,"",Support to HCs in the District of Bugesera., , , , , , , ,"","","",791990.0,"","","",District of Bugesera,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
EGPAF,Ngo,"","", , , , , , , ,"","","",273500.0,"","","",Gahini HD District Hospital | Kayonza, , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
EGPAF,Ngo,"",Support to HCs in the District of Kayonza, , , , , , , ,"","","",410412.0,"","","",District of Kayonza, , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
EGPAF,Ngo,"","", , , , , , , ,"","","",133387.0,"","","",Ngarama HD District Hospital | Gatsibo, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
EGPAF,Ngo,"","", , , , , , , ,"","","",30000.0,"","","",Kanombe HM Military Hospital | Kicukiro, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
EGPAF,Ngo,"","", , , , , , , ,"","","",60000.0,"","","",CHK/CHUK National Hospital | Nyarugenge, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
CHF,Ngo,"",Building Resilience, , , , , , , ,"","","","","",2009-10-26,2014-09-25,ADEPR, , ,yes, , ,yes, , , , , , , , , , ,yes,yes, , , , , ,yes,yes, , , ,yes, ,USAID/ HigaUbeho Program
EGPAF,Ngo,"","", , , , , , , ,"","","",239886.0,"","","",Masaka Health Center | Kicukiro, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
EGPAF,Ngo,"","", , , , , , , ,"","","",216783.0,"","","",Muhima HD District Hospital | Nyarugenge, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
EGPAF,Ngo,"","", , , , , , , ,"","","",139845.0,"","","",Muhima Dispensary | Nyarugenge, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
EGPAF,Ngo,"","", , , , , , , ,"","","",219723.0,"","","",Butamwa Health Center | Nyarugenge, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
EGPAF,Ngo,"","", , , , , , , ,"","","",262494.0,"","","",Cor-Unum Health Center | Nyarugenge, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
CHF,Ngo,"",Monitoring and Evaluation, , , , , , , ,"","","","","",2009-01-01,2014-01-01,CHF,yes, ,yes,yes,yes,yes, , ,yes,yes, ,yes, ,yes, , ,yes,yes,yes,yes, , ,yes,yes,yes,yes,yes, ,yes,yes,USAID/ HigaUbeho Program
Concern,Ngo,CHWs annual refresher training & performance review meetings to analyse barriers   address key performance areas to improve in IMCI,CHWs Annual performance assessment is conducted then a refresher training is done to reinforce the areas identified with weaknesses, , , , , , , ,"","","",28380.0,"",2010-10-01,2010-12-31,International Rescue Committee (IRC), , , , , , , , , , , , ,yes, , ,yes, , , , , , , , , , , , , , ,International Rescue Committe Rwanda Expanded Impact for Child SUrvival Program- Kabeho Mwana
EGPAF,Ngo,"",Support for the Aministrative District of Gaitsibo., , , , , , , ,"","","",35000.0,"","","",District of Gatsibo, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
EGPAF,Ngo,"","", , , , , , , ,"","","",156876.0,"","","",Ruhunda Health Center | Rwamagana, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",153397.0,"","","",Muyumbu Health Center | Rwamagana, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",179016.0,"","","",Nyakaliro Health Center | Rwamagana, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",221038.0,"","","",Nyagasambu Health Center | Rwamagana, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",218481.0,"","","",Nzige Health Center | Rwamagana, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",187934.0,"","","",Rubona Health Center | Rwamagana, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Concern,Ngo,Quarterly technical team planning and program reviews,review of achievement against targets, , , , , , , ,"","","",8153.0,"",2010-09-01,2010-06-30,International Rescue Committee (IRC), , , , , , , , , , , , ,yes, , ,yes, , , , , , , , , , , , , , ,International Rescue Committe Rwanda Expanded Impact for Child SUrvival Program- Kabeho Mwana
EGPAF,Ngo,"","", , , , , , , ,"","","",200924.0,"","","",Gituku Health Center | Ngoma, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",204281.0,"","","",Kibungo Health Center | Ngoma, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",206071.0,"","","",Jarama Health Center | Ngoma, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",156356.0,"","","",Sangaza Health Center | Ngoma, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",136783.0,"","","",Remera Health Center | Ngoma, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",201818.0,"","","",Rukumberi Health Center | Ngoma, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",159039.0,"","","",Rukoma Sake Health Center | Ngoma, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",172896.0,"","","",Mwogo Health Center | Bugesera, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",242470.0,"","","",Gihinga Health Center | Bugesera, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",166490.0,"","","",Nzangwa Health Center | Bugesera, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",210134.0,"","","",Kamabuye Health Center | Bugesera, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",142824.0,"","","",Gahini Health Center | Kayonza, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",122765.0,"","","",Ryamanyoni Health Center | Kayonza, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
EGPAF,Ngo,"","", , , , , , , ,"","","",144823.0,"","","",Rukara Health Center | Kayonza, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
German cooperation (GTZ   KfW   DED   CIM   InWent),Ngo,"","", , , , , , , ,"","","",91164283.0,95036938.0,"","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Health program of the German Development Cooperation GDC 
EGPAF,Ngo,"","", , , , , , , ,"","","",962796.0,487341.0,"","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
EGPAF,Ngo,"",PATH program. , , , , , , , ,"","","",95644.0,"","","",EGPAF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HIV Clinical Services
Drew Cares,Ngo,"","", , , , , , , ,"","","",419000.55,345562.48,"","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HIV Treatment and Care in the Rwandan Defense Forces
Futures Group,Ngo,"",MEASURE Evaluation is a USAID-funded project implemented by Futures Group International which builds the sustainable capacity of individuals and organizations involved in the HIV response in Rwanda to identify data needs   collect and analyze technically sound data   and use that data for health decision-making, , , , , , , ,National Institutions ,"","",1871100.0,"",2009-08-01,2014-07-31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,MEASURE Evaluation
CLSI,Ngo, National Laboratory Standards Development,CLSI-Global Health Partnership will work with CDC-Rwanda and National Reference Laboratory leadership; to develop a work plan and schedule of activities for the development of national laboratory standards; identify Standards Development Working Group; CLSI experts to conduct working visits to Rwanda to support and guide the development of Rwandan National Laboratory Standards., , , , , , , ,"","","",67540.0,0.0,2010-09-01,2011-08-31,CLSI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Capacity Buulding Assistance for Global HIV/AIDS Laboratory Guidelines and Standards Development
CLSI,Ngo,Leadership Development,Organizational memberships in CLSI will be provided to CDC-Rwanda and/or NRL. CLSI membership includes full access to the CLSI document library; the opportunity to participate in the CLSI standards development process as delegate and associate delegates to CLSI working committees.  Invitations will be issued to attend the CLSI Annual LEadership Conference in Atlanta   GA-USA in March 2011.  Conference includes educational plenary sessions; tours to laboratories; participation in standards development area and sub-committee meetings., , , , , , , ,"","","",6000.0,0.0,2010-09-01,2011-08-31,CLSI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Voxiva,Ngo,"",Intervention 1: Build local human capacity to manage and sustain TRACnet   , , , , , , , ,"","","",308000.0,"",2010-10-01,2011-09-30,Voxiva, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,TRACnet
Voxiva,Ngo,"",Intervention 3: Improve TRACnet Data Quality, , , , , , , ,"","","",113000.0,"",2010-10-01,2011-09-30,SPH - School of Public Health / Ecole de Sante Publique, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,TRACnet
German cooperation (GTZ   KfW   DED   CIM   InWent),Ngo,"","", , , , , , , ,"","","","","","","",A new implementer, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Voxiva,Ngo,"",Intervention 4: Promote Data Use, , , , , , , ,"","","",107900.0,"",2010-10-01,2011-09-30,ICAP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,TRACnet
Futures Group,Ngo,"","", , , , , , , ,"","","",1871100.0,"","","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,MEASURE Evaluation
SPREAD,Ngo,Train Karaba Health Commitee on First Aid Activities( FAIRTRADE),Occupational Health, , , , , , , ,Coffee Farmers  and their Families,Karaba Health Committee trained( # M  W); 2 First Aid kits assembled/distributed,"","","",2009-10-01,2010-09-30,SPREAD, , , , , , , ,yes, , , , , , , , , , , ,yes, , , , , , , , , , ,SPREAD
CCHIPs,Ngo,Overall Health Center Management,To direct the overall organization   oversight   and management of all  health center processes and systems  , , , , , , , ,Our beneficiaries include anyone who may visit a health center. Our aim is for full coverage.  ,"","",27200.0,33800.0,2008-02-01,2012-06-01,CCHIPs, , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , ,Management Systems: Musanze
SPREAD,Ngo,Distribute CANACLA for hand-washing and jericans/ Sur Eau for drinking water at Karaba. And to monitor new and existing CANACLA/ Clean drinking water/ First Aid utilization of materials- BUF   Maraba   Karaba,Occupational Health, , , , , , , ,Coffee farmers,2 CANACLAS/ Soap/Towel; 2 jerrycans/ Sur Eau/Cup- 90% materials in proper use at time of monthly follow-up,"","","",2009-10-01,2010-09-30,SPREAD, , , , , , , ,yes, , , , , , , , , , , ,yes, , , , , , , , , , ,SPREAD
